"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - answer","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - answer","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - report_spam_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks"
110764313093221_320632512106399,https://www.facebook.com/jowradio/posts/320632512106399,"اسمعونا عشية باش تعرفوا الحكاية الحقيقية تاع منانوك 
طاڨي صاحبك يحب منانوك. باش يسمعو على المباشر راك فاهم ؟؟ 😂
اسمعونا على: www.jow.radio
انطلاقا من الساعة 21h حتى 00:00 😍😂",Photo,,,"10/01/2019 09:18:22 AM"," ",54060,54060,0,71283,71283,0,4417,3412,4146,11,11,47506,36322,0,0,3178,0,0,0,0,0,0,0,0,0,0,20,1366,484,,21,1378,586,,,2518,775,460,,2893,780,473,6,5,,,6,5,,
110764313093221_320519772117673,https://www.facebook.com/jowradio/posts/320519772117673,"جلال  موهبة وصاحب صوت قوي  وأحد من المتسابقين في فريق الشاب بلال Sawt Challenge،

 اكتشفو  آدائه يوم الخميس الساعة  21:00 على قناة الجزائرية وان.",Video,,,"10/01/2019 05:08:41 AM"," ",20628,20628,0,24367,24367,0,601,507,605,0,0,12302,10223,0,0,316,932,932,0,0,6225,6225,0,0,4435,33150,1,93,3,,1,94,4,,385,184,,,389,216,,,,,,,,,,
110764313093221_320153478820969,https://www.facebook.com/jowradio/posts/320153478820969,"علاش فيلم  &quot; papicha &quot;  أثار كل هذا الجدل ؟   .. وهل حقا فيه إساءة للمرأة الجزائرية  ؟ 😱🤔😱

اسمعونا على : www.jow.radio
كل يوم من 16 سا-18 سا #SERKALA",Video,,,"10/01/2019 02:00:01 AM"," ",82887,82887,0,103460,103460,0,9740,9051,12763,22,22,44700,33967,0,0,3961,895,898,0,0,38548,40232,0,0,22963,399145,23,982,117,,23,1004,166,,4827,6558,100,,4938,7718,98,,12,10,,,12,10,,
110764313093221_320164495486534,https://www.facebook.com/jowradio/posts/320164495486534,"خبر اليوم  |  كل ما تود معرفته  عن بعوض النمر  الذي انتشر مؤخرا في العديد من مناطق الجزائر  🤔🦟😱
اسمعونا على : www.jow.radio
كل يوم من 16 سا-18 سا #SERKALA",Video,,,"09/30/2019 12:00:01 PM"," ",28483,28483,0,33630,33630,0,1328,1117,1458,3,4,16823,14075,0,0,667,151,154,0,0,10524,11190,0,0,10385,252714,10,228,6,,13,229,6,,679,665,14,,708,735,15,,3,1,,,2,1,,
110764313093221_320101918826125,https://www.facebook.com/jowradio/posts/320101918826125,"نور الدين سعدي : &quot; علاش مازالنا نفرحو كي محرز يدير حاجة ؟&quot;  🤔⚽
اسمعونا على : www.jow.radio
الأحد : 21 سا ـ 23 سا",Video,,,"09/30/2019 09:05:00 AM"," ",73650,73650,0,89485,89485,0,8368,7697,9542,6,7,30701,25028,0,0,2693,1818,1820,0,0,37802,38316,0,0,24494,195349,12,854,69,,12,907,82,,4196,4664,33,,4199,5308,34,,2,5,,,2,4,,
110764313093221_319977288838588,https://www.facebook.com/jowradio/posts/319977288838588,"توقعات  نور الدين سعدي للداربي العاصمي القادم ⚽
اسمعونا على : www.jow.radio
الأحد : 21 سا ـ 23 سا #BallON",Video,,,"09/30/2019 04:30:00 AM"," ",17753,17753,0,20731,20731,0,535,433,532,3,3,10053,8484,0,0,319,211,211,0,0,3428,3506,0,0,6827,152469,2,120,2,,2,122,2,,199,288,5,,209,318,5,,1,2,,,1,2,,
110764313093221_319962865506697,https://www.facebook.com/jowradio/posts/319962865506697,"سعدي : &quot; في شهر، شفت حاجة ما كنت نتوقعها في شبيبة القبائل &quot; 😱⚽
اسمعونا على : www.jow.radio
الأحد : 21 سا ـ 23 سا #BallON",Video,,,"09/30/2019 04:00:00 AM"," ",185674,185674,0,285257,285257,0,22774,21309,29168,23,25,42004,31431,0,0,2912,11789,12231,0,0,85229,97786,0,0,27162,187391,548,2006,174,,666,2243,208,,10758,14902,197,,11814,17158,196,,7,18,,,7,16,,
110764313093221_319706692198981,https://www.facebook.com/jowradio/posts/319706692198981,"محمصاجي عادل ، نعناعة،إيناس نايلي او حمامة في الثقافة 😂🤣😍

اسمعونا على : www.jow.radio
كل نهار الجمعة من 21h حتى 23h
#Instajow",Video,,,"09/29/2019 01:30:00 PM"," ",93776,93776,0,115014,115014,0,9819,9156,12042,32,32,39689,30608,0,0,3555,2427,2479,0,0,44484,49761,0,0,51888,638783,9,945,74,,11,979,88,,4684,5861,61,,4745,7234,63,,6,26,,,6,26,,
110764313093221_319641658872151,https://www.facebook.com/jowradio/posts/319641658872151,"اليوم في بالون الكلمة راح تكون لأنصار إتحاد العاصمة 🖤❤ 
الأحد : 21 سا - 23سا #BallON
اسمعونا على : www.jow.radio",Photo,,,"09/29/2019 10:33:10 AM"," ",11182,11182,0,13094,13094,0,208,133,157,1,1,8675,7279,0,0,163,0,0,0,0,0,0,0,0,0,0,1,83,5,,1,87,7,,,81,29,39,,89,29,39,,1,,,,1,,
110764313093221_1158142811049092,https://www.facebook.com/jowradio/videos/1158142811049092/,"احسن تطبيقات الحماية من الفيروسات في الهواتف الذكية 📱",Video,,,"09/29/2019 10:00:52 AM"," ",23734,23734,0,29141,29141,0,1126,1016,1270,5,5,17564,13963,0,0,668,59,60,0,0,6920,7287,0,0,11407,495722,5,163,10,,7,172,12,,490,649,,,505,765,,,5,,,,5,,,
110764313093221_319388445564139,https://www.facebook.com/jowradio/posts/319388445564139,"كان علابلك بلي يقدر يكون عندك دم ازرق !؟؟ 😳😱",Video,,,"09/29/2019 08:00:01 AM"," ",13831,13831,0,15527,15527,0,584,509,708,2,2,6295,5423,0,0,250,104,104,0,0,4734,4790,0,0,10710,171349,2,87,4,,2,89,4,,310,361,,,315,393,,,1,1,,,1,1,,
110764313093221_319549715548012,https://www.facebook.com/jowradio/posts/319549715548012,"25 سنة بعد وفاة الفنان شاب حسني و مازال أيقونة الراي العاطفي. 🥰🎤
واشنو هي الأغنية تاعو اللي تعجبكم الأكثر؟ 

اسمعونا على: www.jow.radio",Photo,,,"09/29/2019 07:10:40 AM"," ",9577,9577,0,11505,11505,0,344,272,301,2,2,7888,6389,0,0,273,0,0,0,0,0,0,0,0,0,0,1,92,27,,1,92,29,,,224,24,29,,245,27,29,1,1,,,1,1,,
110764313093221_319546225548361,https://www.facebook.com/jowradio/posts/319546225548361,"فاجعة مستشفى الوادي يخلينا نتساءل عن المرافق العمومية في الجزائر 😔",Video,,,"09/29/2019 07:04:28 AM"," ",12203,12203,0,13751,13751,0,389,314,343,0,0,6440,5659,0,0,177,30,30,0,0,4405,4405,0,0,5850,379114,1,78,3,,1,79,4,,206,123,,,206,137,,,,,,,,,,
110764313093221_319535272216123,https://www.facebook.com/jowradio/posts/319535272216123,"احسن تطبيقات الحماية من الفيروسات في الهواتف الذكية 📱",Status,,,"09/29/2019 06:39:07 AM"," ",6700,6700,0,7938,7938,0,59,39,46,0,0,5100,4235,0,0,55,0,0,0,0,0,0,0,0,0,0,1,19,1,,1,20,1,,,39,,,,46,,,,,,,,,,
110764313093221_319462245556759,https://www.facebook.com/jowradio/posts/319462245556759,"الاخبار لي تفرح في هاد اليوم 😃😁",Video,,,"09/29/2019 03:43:33 AM"," ",11612,11612,0,13284,13284,0,407,342,443,1,1,7478,6419,0,0,255,27,27,0,0,3764,3764,0,0,5868,214143,2,73,1,,2,76,1,,214,207,,,214,229,,,1,,,,1,,,
110764313093221_319187572250893,https://www.facebook.com/jowradio/posts/319187572250893,"شاهد |  عداء غيني يحمل منافسه المصاب  حتى خط النهاية بمونديال ألعاب القوى 🤝",Video,,,"09/28/2019 02:11:17 PM"," ",1649968,1649968,0,2157897,2157897,0,68437,58179,73836,71,70,21642,17559,0,0,1514,136485,136485,0,0,567676,567676,0,0,12464,56852,384,11841,194,,414,11880,214,,14871,56890,1,,15295,58541,1,,40,30,,,40,30,,
110764313093221_318595068976810,https://www.facebook.com/jowradio/posts/318595068976810,"شاهد رئيس السلفادور يوقف كلمته في الأمم المتحدة من أجل التقاط صورة &quot;سيلفي &quot; 😅😅",Video,,,"09/27/2019 12:50:24 PM"," ",15458,15458,0,18788,18788,0,1175,1071,1377,1,1,12102,9633,0,0,820,1415,1415,0,0,6389,6389,0,0,10607,27391,15,144,16,,15,145,22,,495,817,,,507,870,,,1,,,,1,,,
110764313093221_318571855645798,https://www.facebook.com/jowradio/posts/318571855645798,"شاهد الروبوت &quot; أطلس &quot; يؤدي حركات الجمباز بشكل مدهش  😯 ، الروبوت طورته الشركة  الأمريكية  &quot;بوسطن ديناميكس &quot; المختصة في صناعة وتطوير الروبروتات",Video,,,"09/27/2019 11:55:19 AM"," ",10539,10539,0,12483,12483,0,356,294,376,0,0,7496,6140,0,0,223,161,161,0,0,2301,2389,0,0,5318,41022,6,68,3,,6,68,4,,172,181,,,180,196,,,,,,,,,,
110764313093221_317972339039083,https://www.facebook.com/jowradio/posts/317972339039083,"الشيخ فرحات يحكينا على حفل الزفاف ديالوا سنة 1979 😍💸

اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"09/26/2019 11:30:00 AM"," ",16866,16866,0,20154,20154,0,1110,937,1187,5,5,9311,7289,0,0,515,713,728,0,0,6583,6856,0,0,20216,176830,5,218,3,,5,221,3,,434,681,7,,440,740,7,,3,2,,,3,2,,
110764313093221_317945345708449,https://www.facebook.com/jowradio/posts/317945345708449,"شاهدوا نسيم حدوش، رمزي زنقا كريزي مع لي ديبلومي يقلدوا صوت الشيخ فرحات 🤣
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"09/26/2019 10:00:02 AM"," ",89567,89567,0,111122,111122,0,9620,8652,10678,22,22,34614,26509,0,0,3019,4491,4491,0,0,36650,41038,0,0,33369,232254,13,1331,29,,13,1370,34,,5492,4299,14,,5654,5010,14,,4,18,,,4,18,,
110764313093221_317772979059019,https://www.facebook.com/jowradio/posts/317772979059019,"صوت شالنج  Sawt Challenge... أضحم برنامج مسابقات غنائي في الجزائر على الجزائرية وان ، ينطلق سهرة اليوم الخميس   ابتداء من الساعة التاسعة ليلا ..

الكثير من الاثارة والتشويق في انتظاركم ... كونوا في الموعد",Video,,,"09/26/2019 03:23:19 AM"," ",23924,23924,0,30346,30346,0,1380,1220,1574,4,4,11790,8723,0,0,603,163,163,0,0,6247,6326,0,0,10493,131774,3,227,12,,3,229,13,,695,747,,,752,821,,,2,2,,,2,2,,
110764313093221_317424995760484,https://www.facebook.com/jowradio/posts/317424995760484,"اكتشفوا صوت انيس المغني الصاعد في الفقرة الجديدة المخصصة للمواهب الشابة
واش رايكم في صوت هاذ الشاب ؟ 😍

@anisneol
اسمعونا على : www.jow.radio
كل الثلاثاء: 20 سا ـ 21 سا #MabitLDTH",Video,,,"09/25/2019 03:59:01 PM"," ",14984,14984,0,18272,18272,0,895,806,993,2,2,11676,8958,0,0,540,30,30,0,0,6152,6215,0,0,18382,356627,1,135,7,,1,140,8,,371,526,6,,397,589,7,,2,,,,2,,,
110764313093221_317409552428695,https://www.facebook.com/jowradio/posts/317409552428695,"اسمع راي لي ديبلومي حول حملة #متهدرش بإسمي لي راهي متداولة في الواب😱🤔

اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"09/25/2019 01:30:00 PM"," ",12416,12416,0,15795,15795,0,804,737,985,3,3,9943,7432,0,0,475,315,321,0,0,4374,4599,0,0,16348,178025,4,108,12,,4,111,14,,368,517,7,,381,597,7,,2,1,,,2,1,,
110764313093221_317397969096520,https://www.facebook.com/jowradio/posts/317397969096520,"الحكاية الكاملة  تاع بلقاسم حبة العالم الجزائري اللي عندو 500 براءة اختراع 💪🤣
ما تراطيوش فقرة نذير اللي حكانا على اهم اخبار الواب 🤳😂😍

اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"09/25/2019 12:30:00 PM"," ",10999,10999,0,13706,13706,0,513,456,569,0,0,8773,6712,0,0,302,134,136,0,0,4357,4400,0,0,12494,186494,3,73,2,,3,77,2,,256,267,4,,259,306,4,,,,,,,,,
110764313093221_317416332428017,https://www.facebook.com/jowradio/posts/317416332428017,"لي ديبلومي يتكلموا على فاجعة مستشفى الوادي 😡😱😡
تعازينا لعائلات الخالصة لعائلات الضحايا 🙏🤲

اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا  #LDTH",Video,,,"09/25/2019 12:00:01 PM"," ",7932,7932,0,9368,9368,0,228,194,222,4,4,5378,4267,0,0,136,51,51,0,0,2373,2436,0,0,9714,342419,,40,2,,,40,3,,96,115,1,,96,125,1,,1,3,,,1,3,,
110764313093221_317387499097567,https://www.facebook.com/jowradio/posts/317387499097567,"شوفوا راي لي ديبلومي في الكليب الجديد تاع الفنان القدير تاكفاريناس
 نتوما واش رايكم  😂🎤🎷

اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا  LDTH#",Video,,,"09/25/2019 11:30:01 AM"," ",15145,15145,0,18866,18866,0,1404,1324,1620,1,1,11255,8617,0,0,727,287,294,0,0,6467,6467,0,0,32852,406910,6,141,19,,6,148,31,,806,679,4,,817,799,4,,1,,,,1,,,
110764313093221_316950459141271,https://www.facebook.com/jowradio/posts/316950459141271,"راهي مخلطة عند لي ديبلومي 😂😂😂

أسمعونا على : www.jow.radio
#LDTH",Video,,,"09/24/2019 02:21:55 PM"," ",191816,191816,0,235128,235128,0,27148,26564,40084,25,27,18624,14398,0,0,2518,21089,21382,0,0,76856,78023,0,0,16223,53886,20,1058,46,,20,1066,51,,17783,20732,88,,17794,22200,88,,17,9,1,,17,9,1,
110764313093221_316940389142278,https://www.facebook.com/jowradio/posts/316940389142278,"شاهد ماذا حدث في ملعب تيزي وزو بعد تسجيل شباب بلوزداد للهدف الثالث في مرمى شبيبة القبائل.

اسمعونا على : www.jow.radio",Video,,,"09/24/2019 01:52:45 PM"," ",16749,16749,0,24006,24006,0,2167,2088,3017,4,4,17163,11804,0,0,1476,318,318,0,0,6134,6134,0,0,9149,62206,1,113,27,,1,113,33,,1063,1787,8,,1084,1925,8,,1,3,,,1,3,,
110764313093221_316791949157122,https://www.facebook.com/jowradio/posts/316791949157122,"ضيف اليوم في سركالا wahid l'artiste
ما تراطيوش الحصة من الربعة للستة 😍
اسمعونا على: www.jow.radio",Photo,,,"09/24/2019 07:26:49 AM"," ",6890,6890,0,9267,9267,0,156,98,112,0,0,5724,4324,0,0,81,0,0,0,0,0,0,0,0,0,0,3,70,3,,3,73,3,,,57,18,30,,63,19,30,,,,,,,,
110764313093221_316783022491348,https://www.facebook.com/jowradio/posts/316783022491348,"اسمع الاخبار لي تفرح لي هاد اليوم 😄",Video,,,"09/24/2019 07:07:21 AM"," ",7440,7440,0,9225,9225,0,283,254,316,1,1,5672,4349,0,0,167,34,34,0,0,1915,1929,0,0,7500,203027,1,40,4,,1,40,5,,162,136,,,172,144,,,,1,,,,1,,
110764313093221_316656465837337,https://www.facebook.com/jowradio/posts/316656465837337,"بلماضي أول مدرب عربي وإفريقي يحتل المركز الرابع عالميا في جائزة أفضل مدرب في العالم  🇩🇿

تابع أخبار الرياضة على صفحة برنامج &quot; Ballon

اسمعنا على أول اذاعة رقمية في الجزائر : www.jow.radio",Photo,,,"09/24/2019 01:28:21 AM"," ",19239,19239,0,27289,27289,0,1295,788,865,0,0,19560,14098,0,0,963,0,0,0,0,0,0,0,0,0,0,18,556,15,,18,571,20,,,619,20,177,,669,20,176,,,,,,,,
110764313093221_316655562504094,https://www.facebook.com/jowradio/posts/316655562504094,"النجم البرتغالي كريستيانو  يصوت على جمال بلماضي  في جائزة أفضل مدرب في العالم 😀 .  Ballon

اسمعونا على  : www.jow.radio",Photo,,,"09/24/2019 01:25:49 AM"," ",14185,14185,0,21601,21601,0,1380,1141,1378,0,0,16278,10766,0,0,1141,0,0,0,0,0,0,0,0,0,0,5,323,9,,8,337,13,,,555,73,760,,568,74,736,,,,,,,,
110764313093221_316444879191829,https://www.facebook.com/jowradio/posts/316444879191829,"هل يستحقها؟",Photo,,,"09/23/2019 02:19:21 PM"," ",6308,6308,0,8253,8253,0,229,173,193,2,2,5832,4425,0,0,191,0,0,0,0,0,0,0,0,0,0,,71,30,,,74,30,,,157,,21,,172,,21,2,,,,2,,,
110764313093221_316417775861206,https://www.facebook.com/jowradio/posts/316417775861206,"فريق جو بوزيتيف راح يرجع غدوا في عدد جديد و يتكلملنا فيه على الخطوات الأولى باش تفتح الشركة ديالك في الجزائر.  ما تراطيوش الحصة  😁📈💼

اسمعونا على: www.jow.radio 
كل ثلاثاء: 18 سا - 19سا30 #JowPositif",Photo,,,"09/23/2019 12:55:38 PM"," ",4795,4795,0,6172,6172,0,54,33,36,0,0,4177,3159,0,0,44,0,0,0,0,0,0,0,0,0,0,2,22,,,2,23,,,,14,6,14,,16,6,14,,,,,,,,
110764313093221_316367939199523,https://www.facebook.com/jowradio/posts/316367939199523,"كازوني : &quot;  رأيي حول أنصار المولودية ... &quot; ⚽
اسمعونا على : www.jow.radio
الأحد : 21 سا ـ 23 سا #BallON",Video,,,"09/23/2019 12:00:00 PM"," ",5579,5579,0,6486,6486,0,196,170,208,1,1,3964,2997,0,0,132,241,241,0,0,1428,1490,0,0,5855,35347,1,33,,,1,35,,,113,86,1,,117,90,1,,1,,,,1,,,
110764313093221_316364192533231,https://www.facebook.com/jowradio/posts/316364192533231,"كازوني يختار بين الجزائر، فرنسا و تونس 😲⚽
اسمعونا على : www.jow.radio
الأحد : 21 سا ـ 23 سا #BallON",Video,,,"09/23/2019 11:30:00 AM"," ",18849,18849,0,24905,24905,0,1702,1597,2060,3,3,13212,9664,0,0,858,575,580,0,0,8452,8767,0,0,20212,134334,,141,5,,,146,6,,706,1211,5,,722,1333,5,,3,,,,3,,,
110764313093221_316359415867042,https://www.facebook.com/jowradio/posts/316359415867042,"كازوني : &quot; تدريب منتخب وطني ؟ هذا مشروع يهمني&quot;
اسمعونا على : www.jow.radio
الأحد : 21 سا ـ 23 سا #BallON",Video,,,"09/23/2019 11:00:01 AM"," ",6715,6715,0,8195,8195,0,236,205,255,1,1,5442,4173,0,0,168,206,206,0,0,1659,1746,0,0,4951,34985,,47,6,,,49,8,,85,148,2,,86,167,2,,,1,,,,1,,
110764313093221_316356659200651,https://www.facebook.com/jowradio/posts/316356659200651,"كازوني : &quot;هذا هو سبب عدم إعتمادي على لعمارة &quot;  😲⚽
اسمعونا على : www.jow.radio
الأحد : 21 سا ـ 23 سا #BallON",Video,,,"09/23/2019 10:13:59 AM"," ",6799,6799,0,8341,8341,0,295,254,324,0,0,5054,3789,0,0,188,158,160,0,0,1670,1747,0,0,8915,100905,,55,1,,,56,1,,145,159,1,,149,174,1,,,,,,,,,
110764313093221_316237399212577,https://www.facebook.com/jowradio/posts/316237399212577,"كازوني : &quot; هذه هي أسباب عودتي للمولودية &quot;⚽

اسمعونا على : www.jow.radio
الأحد : 21 سا ـ 23 سا #BallON",Video,,,"09/23/2019 06:00:01 AM"," ",27722,27722,0,38124,38124,0,2627,2373,3274,1,1,12571,9292,0,0,689,1630,1646,0,0,8470,8947,0,0,10683,54291,11,401,4,,11,419,5,,692,2234,69,,688,2517,69,,,1,,,,1,,
110764313093221_316223215880662,https://www.facebook.com/jowradio/posts/316223215880662,"كازوني : لهذه الأسباب خسرت المولودية  المباريات الست الأخيرة ⚽😲
اسمعونا على : www.jow.radio
الأحد : 21 سا ـ 23 سا #BallON",Video,,,"09/23/2019 05:00:52 AM"," ",10509,10509,0,14417,14417,0,571,518,691,0,0,9958,7134,0,0,408,352,358,0,0,2807,2972,0,0,9366,73790,5,88,7,,5,94,16,,193,424,5,,201,485,5,,,,,,,,,
110764313093221_316144005888583,https://www.facebook.com/jowradio/posts/316144005888583,"ملعب وهران راح يكون كيما لبرنابيو ؟ 
واش رايكم في هاد التصريح ؟",Video,,,"09/23/2019 02:47:37 AM"," ",13426,13426,0,17720,17720,0,746,669,905,2,2,11153,8038,0,0,411,180,185,0,0,4588,4721,0,0,10413,195539,5,117,22,,11,120,36,,357,440,,,367,538,,,2,,,,2,,,
110764313093221_315834865919497,https://www.facebook.com/jowradio/posts/315834865919497,"علاش الرجل في البداية يكون رومانسي من بعد يتبدل ؟ 🤔😦
اسمعونا على : www.jow.radio
السبت : 21 سا ـ 23 سا #Bnatime",Video,,,"09/22/2019 12:00:02 PM"," ",4306261,4306261,0,7372275,7372275,0,635396,570502,790776,1131,1188,409660,206464,0,0,54934,465856,491258,0,0,2375634,3066740,0,0,37411,238505,14053,91826,12854,,16839,96207,17844,,297353,343605,2511,,355020,433207,2536,,392,795,,1,393,770,,1
110764313093221_315770572592593,https://www.facebook.com/jowradio/posts/315770572592593,"القصة الحقيقية وراء الحادث المأساوي بواد رهيو 💬
اسمعونا على : www.jow.radio
الأحد حتى الخميس : 07 سا ـ 10 سا #JOWESSABAH",Video,,,"09/22/2019 09:00:01 AM"," ",9215,9215,0,12324,12324,0,280,236,297,0,0,8754,6542,0,0,180,217,217,0,0,2512,2512,0,0,12270,189694,,47,1,,,47,1,,99,171,5,,104,188,5,,,,,,,,,
110764313093221_315752489261068,https://www.facebook.com/jowradio/posts/315752489261068,"واش رايكم في الفيديو تاع الأب اللي يضرب فيها بنتو اللي عمرها عام ؟😮💬 
اسمعونا على : www.jow.radio
الأحد حتى الخميس : 07 سا ـ 10 سا #JOWESSABAH",Video,,,"09/22/2019 06:35:01 AM"," ",14821,14821,0,20290,20290,0,939,857,1026,2,2,14020,10136,0,0,457,225,225,0,0,4744,4845,0,0,15521,279785,7,123,12,,7,131,15,,426,529,18,,430,576,19,,1,1,,,1,1,,
