"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - answer","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - answer","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - report_spam_clicks"
110764313093221_345493649620285,https://www.facebook.com/jowradio/posts/345493649620285,"تينهنان تفكرت المولود لي جامي رايحا تنساه😂🤣
اسمعونا على : www.jow.radio

كل يوم السبت من: 21 سا إلى 23 سا #BNATIME",Video,,,"11/10/2019 10:01:56 AM"," ",13257,13257,0,13656,13656,0,682,588,737,4,4,8696,8389,0,0,494,281,285,0,0,3854,3933,0,0,10559,102591,,103,11,,,104,12,,183,466,8,,192,537,8,,3,1,,,3,1,,
110764313093221_345477732955210,https://www.facebook.com/jowradio/posts/345477732955210,"NOOR &amp; M :&quot;رميت محيرقة على بابا في المولود&quot;😱😱 

اسمعونا على : www.jow.radio

كل يوم السبت من: 21 سا إلى 23 سا #BNATIME",Video,,,"11/10/2019 09:29:46 AM"," ",9129,9129,0,9317,9317,0,597,522,616,0,0,5643,5696,0,0,384,622,622,0,0,2796,3043,0,0,10394,52906,,91,14,,,91,14,,253,298,8,,268,339,9,,,,,,,,,
110764313093221_345324829637167,https://www.facebook.com/jowradio/posts/345324829637167,"في حصة بالون اليوم راح تكون كاينة مناظرة شيّقة ⚽️🔥 ما بين شريف ملال و أنصار شبيبة القبائل . 
ما تراطيوش  الحصة على المباشر: 21 سا-23 سا 

اسمعونا على : www.jow.radio 
#BallON",Photo,,,"11/10/2019 04:37:44 AM"," ",64497,64497,0,66512,66512,0,5497,4957,5439,6,6,23819,23768,0,0,1245,0,0,0,0,0,0,0,0,0,0,26,767,148,,27,803,200,,,4417,299,426,,4662,331,446,4,2,,,4,2,,
110764313093221_345244476311869,https://www.facebook.com/jowradio/posts/345244476311869,JOW,Photo,,,"11/10/2019 01:36:21 AM"," ",17886,17886,0,17611,17611,0,1212,1105,1269,0,0,11718,11811,0,0,837,0,0,0,0,0,0,0,0,0,0,,121,4,,1,121,4,,,613,,625,,657,,612,,,,,,,,
110764313093221_345244329645217,https://www.facebook.com/jowradio/posts/345244329645217,JOW,Photo,,,"11/10/2019 01:35:58 AM"," ",15407,15407,0,15425,15425,0,469,393,457,1,1,10007,9877,0,0,365,0,0,0,0,0,0,0,0,0,0,,82,20,,2,82,22,,,333,,78,,379,,78,,1,,,,1,,
110764313093221_344413673061616,https://www.facebook.com/jowradio/posts/344413673061616,"الرسالة اللي يوجهها صافي بوتلة للشباب الجزائري 💪
#LDTH",Video,,,"11/09/2019 11:00:00 AM"," ",13231,13231,0,13367,13367,0,557,466,543,1,1,8518,8434,0,0,374,144,145,0,0,3795,3901,0,0,10735,170602,1,115,10,,1,118,13,,173,330,,,169,373,,,1,,,,1,,,
110764313093221_344860396350277,https://www.facebook.com/jowradio/posts/344860396350277,"#وجوه |  خلايفية رابح ، شاعر من قالمة ينشد قصيدة رائعة عن الشهداء، حلمه تحويل أشعاره إلى أغاني  .",Video,,,"11/09/2019 09:29:15 AM"," ",10334,10334,0,10540,10540,0,397,327,386,4,4,6504,6414,0,0,253,22,22,0,0,3023,3068,0,0,5860,210858,1,76,6,,1,76,7,,160,193,,,167,218,,,,4,,,,4,,
110764313093221_344817299687920,https://www.facebook.com/jowradio/posts/344817299687920,"واش تعرفو  على  &quot;مريم خليل&quot; مؤسسة   info trafic 🚗 ... أشهر صفحة مختصة في أخبار الطرقات 🚛  ... مريم  جاوبتنا على أسئلتنا في بعض كلمات  😃. ...شوفو معانا  هذا الفيديو 

#serkala",Video,,,"11/09/2019 08:01:23 AM"," ",21254,21254,0,22068,22068,0,1364,1240,1698,5,5,10225,10008,0,0,817,626,626,0,0,4514,4624,0,0,9618,79829,3,183,21,,3,199,25,,423,1039,,,438,1260,,,2,3,,,2,3,,
110764313093221_344345706401746,https://www.facebook.com/jowradio/posts/344345706401746,"شوفو معانا  Quizz تع أميرة هيلدة بطلة &quot;بابيشا&quot; 🔥
#LDTH",Video,,,"11/09/2019 05:00:01 AM"," ",31954,31954,0,32974,32974,0,1466,1351,1697,6,6,21051,20496,0,0,955,116,120,0,0,10190,10951,0,0,15869,602794,6,174,5,,6,179,6,,498,1048,,,510,1187,,,5,1,,,5,1,,
110764313093221_343481123154871,https://www.facebook.com/jowradio/posts/343481123154871,"ناس يرقدوا فتوابيت باش يخمموا في حياتهم",Video,,,"11/09/2019 03:00:01 AM"," ",19671,19671,0,20974,20974,0,676,580,723,4,4,14095,13513,0,0,474,108,108,0,0,7794,7861,0,0,12440,297385,2,120,3,,2,123,3,,230,415,,,244,479,,,2,2,,,2,2,,
110764313093221_343771046459212,https://www.facebook.com/jowradio/posts/343771046459212,"سمعتوا بإضراب سائقي سيارات الأجرة ؟ 
#LDTH",Video,,,"11/08/2019 01:00:00 AM"," ",51108,51108,0,54074,54074,0,4180,3696,5262,7,7,23690,22910,0,0,1520,3821,4227,0,0,16886,19733,0,0,13644,79509,99,792,130,,115,872,191,,1164,3140,,,1275,3987,,,5,2,,,5,2,,
110764313093221_343753153127668,https://www.facebook.com/jowradio/posts/343753153127668,"لأول مرة الممثلة أميرة هيلدة تحكي على فيلم &quot;بابيشة&quot; !",Video,,,"11/07/2019 02:30:20 PM"," ",19549,19549,0,20108,20108,0,1264,1157,1505,3,3,12740,12305,0,0,858,319,322,0,0,6746,7146,0,0,12999,138666,2,139,23,,2,144,29,,431,937,,,441,1064,,,3,,,,3,,,
110764313093221_343701149799535,https://www.facebook.com/jowradio/posts/343701149799535,"أميرة هيلدة ترجع على أسباب إلغاء فيلم &quot;بابيشا&quot; في الجزائر !",Video,,,"11/07/2019 02:00:00 PM"," ",20904,20904,0,21738,21738,0,1256,1138,1563,3,3,13397,13070,0,0,852,279,283,0,0,6333,6444,0,0,12987,178389,3,158,26,,3,169,29,,392,993,1,,415,1147,1,,2,,,1,2,,,1
110764313093221_343441116492205,https://www.facebook.com/jowradio/posts/343441116492205,"على 10 سنين كيفاش راح تولي أميرة ريا 🤔 ... شاهد الفيديو 

#LDTH",Video,,,"11/07/2019 07:49:43 AM"," ",375235,375235,0,388097,388097,0,53736,52343,77933,50,49,31601,31284,0,0,4674,3630,3658,0,0,177646,183581,0,0,26123,89706,29,2674,310,,29,2788,384,,19323,48950,,,19961,57970,,,22,27,,,22,27,,
110764313093221_342859376550379,https://www.facebook.com/jowradio/posts/342859376550379,"أخطاء لازم تتجنبهم كي تفتح شركة خاصة بك 🧠💬 Sylabs سيلابس
اسمعونا على : www.jow.radio
كل ثلاثاء : 18:00 سا ـ 19:30 سا #JOWPOSITIF",Video,,,"11/06/2019 05:30:00 AM"," ",35587,35587,0,35909,35909,0,1584,1458,1801,3,3,23570,23468,0,0,1019,473,476,0,0,10967,11343,0,0,13373,231146,3,203,7,,3,209,11,,627,975,14,,650,1135,14,,2,1,,,2,1,,
110764313093221_342854816550835,https://www.facebook.com/jowradio/posts/342854816550835,"ضيف اليوم في واش L'ARTISTE  هو  الفنان khaled slamyka 😍
اسمعونا على: www.jow.radio 
21h-23h",Photo,,,"11/06/2019 05:00:57 AM"," ",11960,11960,0,12126,12126,0,241,151,184,0,0,7583,7512,0,0,147,0,0,0,0,0,0,0,0,0,0,1,105,6,,1,106,6,,,110,16,39,,128,17,39,,,,,,,,
110764313093221_342099329959717,https://www.facebook.com/jowradio/posts/342099329959717,"قرن و عامين تمر على وعد  بلفور.........",Video,,,"11/06/2019 03:00:00 AM"," ",8733,8733,0,9118,9118,0,307,230,290,1,1,5667,5656,0,0,218,76,78,0,0,2304,2363,0,0,6638,128106,,85,4,,,86,5,,84,179,,,82,208,,,1,,,,1,,,
110764313093221_342089629960687,https://www.facebook.com/jowradio/posts/342089629960687,"الكاتب والصحافي حميدة لعياشي : &quot; انا  جد متفائل في شباب الغد لبناء الجزائر&quot;",Video,,,"11/06/2019 03:00:00 AM"," ",10927,10927,0,11184,11184,0,380,308,366,0,0,7017,6840,0,0,283,61,62,0,0,3324,3324,0,0,8640,294911,2,83,5,,2,85,5,,92,245,,,92,274,,,,,,,,,,
110764313093221_342108163292167,https://www.facebook.com/jowradio/posts/342108163292167,"اسمعوا معانا قصة فتاة بعد 17سنة لقاوها عائلتها بسبب صورة سلفي  🤳📸",Video,,,"11/06/2019 03:00:00 AM"," ",79581,79581,0,84699,84699,0,5482,4578,6158,8,9,53001,50105,0,0,3365,2102,2102,0,0,34853,36025,0,0,22601,219882,20,982,25,,20,1028,26,,1402,4097,,,1413,4743,,,5,4,,,5,3,,
110764313093221_342773736558943,https://www.facebook.com/jowradio/posts/342773736558943,"هل صح كاين امكانيات أكثر في العاصمة مقارنة مع المدن الداخلية ؟ 💬🧠
#شاهد جواب توفيق مخلوفي 

اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا  #BallON",Video,,,"11/06/2019 02:56:06 AM"," ",13315,13315,0,13750,13750,0,717,638,766,0,0,8697,8639,0,0,451,176,176,0,0,3900,4028,0,0,13478,217471,,113,7,,,118,9,,319,380,2,,326,438,2,,,,,,,,,
110764313093221_342399513263032,https://www.facebook.com/jowradio/posts/342399513263032,"ضيفة اليوم هي الفنانة أميرة هيلدة، ممثلة فيلم Papicha
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Photo,,,"11/05/2019 10:40:44 AM"," ",13034,13034,0,13077,13077,0,305,239,276,1,1,8697,8792,0,0,235,0,0,0,0,0,0,0,0,0,0,,76,7,,,76,8,,,153,16,76,,180,16,80,,1,,,,1,,
110764313093221_342398896596427,https://www.facebook.com/jowradio/posts/342398896596427,"ضيف اليوم هو الفنان صافي بوتلة 🎶😍
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Photo,,,"11/05/2019 10:39:22 AM"," ",10563,10563,0,10714,10714,0,208,136,150,0,0,6882,6836,0,0,155,0,0,0,0,0,0,0,0,0,0,,77,7,,,77,7,,,77,24,43,,83,24,43,,,,,,,,
110764313093221_342288749940775,https://www.facebook.com/jowradio/posts/342288749940775,"شاهد لماذا توفيق مخلوفي إنسحب من سباق 800 متر  😮💬
اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا  #BallON",Video,,,"11/05/2019 09:30:00 AM"," ",76864,76864,0,83967,83967,0,7777,7044,8919,23,23,27374,25184,0,0,2681,8243,8371,0,0,33577,35077,0,0,35546,158783,6,1049,5,,6,1115,6,,3690,4607,18,,3826,5075,18,,7,16,,,7,16,,
110764313093221_342320406604276,https://www.facebook.com/jowradio/posts/342320406604276,"توفيق مخلوفي : &quot;رسالتي للنّاس للّي ما آمنوش بيا &quot;
اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا  #BallON",Video,,,"11/05/2019 09:00:01 AM"," ",9183,9183,0,9738,9738,0,415,338,407,1,1,5860,5650,0,0,296,512,523,0,0,2444,2574,0,0,10613,78122,3,87,2,,3,87,2,,141,219,3,,147,257,3,,1,,,,1,,,
110764313093221_342310303271953,https://www.facebook.com/jowradio/posts/342310303271953,"توفيق مخلوفي يتكلم على جزائر 2020 و مشاركته في الألعاب الأولمبية لطوكيو  🎯🔥💪
اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا  #BallON",Video,,,"11/05/2019 08:30:00 AM"," ",7828,7828,0,8222,8222,0,393,331,393,0,0,4829,4560,0,0,232,261,263,0,0,1615,1721,0,0,7345,61950,,77,,,,77,,,209,156,2,,220,171,2,,,,,,,,,
110764313093221_342298369939813,https://www.facebook.com/jowradio/posts/342298369939813,"توفيق مخلوفي : &quot; بابا كان يشوف الرياضة ما عندهاش مستقبل &quot;
اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا  #BallON",Video,,,"11/05/2019 08:00:01 AM"," ",62394,62394,0,67427,67427,0,7361,6296,8106,8,8,27130,25601,0,0,2900,4083,4083,0,0,27163,28292,0,0,27874,167722,11,1520,19,,12,1576,22,,2888,4588,18,,2936,5151,18,,2,6,,,2,6,,
110764313093221_342248463278137,https://www.facebook.com/jowradio/posts/342248463278137,"#شاهد قصة فشل شركتين ناشئتين أسسهما يوسف شعيب 💬😮
اسمعونا على : www.jow.radio
#JOWPOSITIF كل ثلاثاء : 19:30 سا ـ 20 سا",Video,,,"11/05/2019 07:00:01 AM"," ",21070,21070,0,21033,21033,0,740,681,869,5,5,14013,13795,0,0,517,365,375,0,0,6853,6961,0,0,13370,233663,1,92,2,,1,94,2,,237,512,6,,243,619,6,,5,,,,5,,,
110764313093221_341672370002413,https://www.facebook.com/jowradio/posts/341672370002413,"توفيق مخلوفي : &quot;3 دقائق سباق ... نحضرلها سنوات من قبل بتدريب يوميا &quot; 

اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا  #BallON",Video,,,"11/05/2019 05:00:01 AM"," ",37400,37400,0,39733,39733,0,3113,2645,3293,6,7,17499,17011,0,0,1364,2693,2754,0,0,12039,12390,0,0,25043,147711,5,608,1,,5,613,1,,1424,1591,16,,1442,1834,17,,1,6,,,1,6,,
110764313093221_341721416664175,https://www.facebook.com/jowradio/posts/341721416664175,"توفيق مخلوفي : &quot;معنوياتي جيدة قبل بداية في تدريبات هذا الموسم&quot; 
اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا  #BallON",Video,,,"11/05/2019 03:00:02 AM"," ",10932,10932,0,10867,10867,0,400,320,411,5,5,6895,6925,0,0,294,521,534,0,0,2231,2308,0,0,6298,38270,,103,1,,,105,1,,92,256,4,,94,313,4,,2,3,,,2,3,,
110764313093221_341695030000147,https://www.facebook.com/jowradio/posts/341695030000147,"توفيق مخلوفي : &quot; هذا هو الفرق بين كينيا و الجزائر في التحضيرات &quot;
اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا  #BallON",Video,,,"11/05/2019 02:00:01 AM"," ",63426,63426,0,69305,69305,0,6290,5496,6777,9,9,22815,20608,0,0,2294,6574,6574,0,0,24969,26407,0,0,26485,107583,9,1056,8,,10,1071,11,,2888,3279,11,,3023,3743,11,,4,5,,,4,5,,
110764313093221_341684680001182,https://www.facebook.com/jowradio/posts/341684680001182,"هل صح كاين امكانيات أكثر في العاصمة مقارنة مع المدن الداخلية ؟ 💬🧠
#شاهد جواب توفيق مخلوفي 

اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا  #BallON",Video,,,"11/04/2019 10:00:01 AM"," ",88644,88644,0,95755,95755,0,7415,6458,8366,15,17,48462,46143,0,0,3854,2210,2259,0,0,35842,37811,0,0,23739,217471,14,1295,32,,16,1333,38,,2434,4869,21,,2494,5851,21,,7,10,,,7,8,,
110764313093221_341662186670098,https://www.facebook.com/jowradio/posts/341662186670098,"توفيق مخلوفي : &quot; في بعض التدريبات تشهّد قبل ما تبدا  &quot; 😮🎯
اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا  #BallON",Video,,,"11/04/2019 08:30:00 AM"," ",28697,28697,0,29649,29649,0,2460,2049,2589,4,4,15966,15399,0,0,1396,3233,3233,0,0,9445,9841,0,0,14169,47870,10,573,13,,10,586,13,,781,1562,14,,785,1790,14,,1,2,1,,1,2,1,
110764313093221_341653623337621,https://www.facebook.com/jowradio/posts/341653623337621,"توفيق مخلوفي : &quot; أنا هو السمين الأوّل اللّي ربح بطولة عالمية &quot; 
اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا  #BallON",Video,,,"11/04/2019 07:29:12 AM"," ",26012,26012,0,26811,26811,0,2385,2104,2521,3,4,15793,15245,0,0,1436,4607,4608,0,0,9674,9883,0,0,11819,25877,,420,6,,,429,8,,928,1392,18,,948,1555,18,,3,1,,,2,1,,
110764313093221_341166616719655,https://www.facebook.com/jowradio/posts/341166616719655,"أعطيولنا أسئلتكم توفيق مخلوفي يجاوب عليها 😍
اسمعونا على: www.jow.radio 
21h-23h #BallON",Photo,,,"11/03/2019 11:22:19 AM"," ",33302,33302,0,32973,32973,0,1112,920,1048,3,4,21289,21054,0,0,754,0,0,0,0,0,0,0,0,0,0,1,240,136,,1,240,167,,,789,60,111,,868,61,119,1,3,,,1,2,,
110764313093221_341164866719830,https://www.facebook.com/jowradio/posts/341164866719830,"ضيفنا اليوم في حصة بالون هو البطل الأولمبي توفيق مخلوفي 😍
اسمعونا على: www.jow.radio 
21h-23h #BallON",Photo,,,"11/03/2019 11:19:08 AM"," ",12352,12352,0,12125,12125,0,175,98,112,2,3,7909,8186,0,0,129,0,0,0,0,0,0,0,0,0,0,,83,3,,,83,3,,,53,15,40,,56,16,40,,3,,,,2,,
110764313093221_339998690169781,https://www.facebook.com/jowradio/posts/339998690169781,"أسمعوا أغنية &quot;البابور&quot; تاع الفنان بعزيز  😍
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"11/03/2019 03:09:23 AM"," ",31751,31751,0,32091,32091,0,2149,1725,1995,3,3,19477,19125,0,0,1218,330,330,0,0,10038,10126,0,0,17065,146794,16,537,16,,16,542,18,,639,1196,19,,660,1316,19,,1,2,,,1,2,,
110764313093221_338792110290439,https://www.facebook.com/jowradio/posts/338792110290439,"🎶 رحلة موسيقية عبر الزمن، تينهينان كرشوش ترجعنا للأغنيات اللي لقات رواج في التسعينات
واش هي الأغنية اللي تشفاولها ؟
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"11/02/2019 01:00:00 PM"," ",55124,55124,0,56592,56592,0,4061,3708,4891,5,5,35373,33999,0,0,2480,790,790,0,0,18393,18489,0,0,25061,405546,7,460,27,,7,473,36,,1408,2912,41,,1390,3459,42,,2,3,,,2,3,,
110764313093221_339995666836750,https://www.facebook.com/jowradio/posts/339995666836750,"شاهدوا تينهينان كرشوش في مقابلة من نوع خاص مع بعزيز 🔥
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"11/02/2019 08:00:00 AM"," ",91591,91591,0,98066,98066,0,6188,5718,7476,15,15,51578,47497,0,0,3054,1455,1455,0,0,37159,38274,0,0,36078,660159,7,662,51,,7,673,69,,2385,4003,51,,2544,4881,51,,10,5,,,10,5,,
110764313093221_339987620170888,https://www.facebook.com/jowradio/posts/339987620170888,"أسمعوا أغنية &quot;وين كونتو كي كونا&quot; تاع الفنان بعزيز 😍
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"11/02/2019 06:00:00 AM"," ",63354,63354,0,66105,66105,0,5494,4523,5883,13,13,33656,32145,0,0,2511,1292,1398,0,0,20296,21583,0,0,17784,174229,118,1207,66,,123,1275,76,,1744,3560,34,,1847,4000,36,,2,11,,,2,11,,
110764313093221_339978806838436,https://www.facebook.com/jowradio/posts/339978806838436,"شاهدوا بعزيز يعلق على على الساحة الفنية الجزائرية &quot;فناني اليوم يموتو  على L'buzz&quot;
واش رايكوم ؟
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"11/02/2019 02:00:01 AM"," ",36438,36438,0,38092,38092,0,2908,2612,3368,9,9,20168,19745,0,0,1497,1698,1755,0,0,11601,11989,0,0,16318,108159,4,355,30,,5,355,35,,1168,1933,34,,1162,2172,34,,4,5,,,4,5,,
110764313093221_339928173510166,https://www.facebook.com/jowradio/posts/339928173510166,"ضيوف اليوم في حصتكم
 #Instajow 
رمزي مع سمير زنڨا كرايزي 😍🔥
أسمعونا : www.jow.radio
كل جمعة : 21سا-23سا",Photo,,,"11/01/2019 12:23:02 PM"," ",29894,29894,0,30443,30443,0,1031,810,922,5,5,19937,19873,0,0,754,0,0,0,0,0,0,0,0,0,0,1,258,49,,1,258,52,,,529,104,209,,602,109,211,3,2,,,3,2,,
110764313093221_339899733513010,https://www.facebook.com/jowradio/posts/339899733513010,"هل حقا الشباب لا يقرأون الكتب ؟ 
شاهد هذه الفيديو لتجربة شاب انطلق من الفايسبوك لينقل عدوى القراءة للشباب",Video,,,"11/01/2019 11:17:12 AM"," ",33580,33580,0,33945,33945,0,1430,1178,1480,4,4,15514,15463,0,0,798,290,292,0,0,9404,9417,0,0,6922,110506,19,330,35,,19,348,47,,537,778,,,568,912,,,2,2,,,2,2,,
110764313093221_338762333626750,https://www.facebook.com/jowradio/posts/338762333626750,"شاهدوا نصائح لي ديبلومي للحراك اللبناني 😂
أو نتوما واش هو الشعار المفضل ديالكم ؟
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"10/31/2019 10:26:34 AM"," ",61023,61023,0,61702,61702,0,4560,4227,6132,8,8,40967,39709,0,0,3072,958,960,0,0,19979,21669,0,0,29606,450709,32,662,37,,35,689,41,,1789,3444,43,,1915,4174,43,,4,4,,,4,4,,
110764313093221_338777733625210,https://www.facebook.com/jowradio/posts/338777733625210,"لي ديبلومي يرجعو على قصة صاحبة المعطف الوردي 😮
أو نتوما تعرفوها القصة تاع الشابة ذو المعطف الوردي ؟ 
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"10/31/2019 10:00:01 AM"," ",57273,57273,0,59195,59195,0,3954,3493,4662,9,9,38914,37935,0,0,2497,1606,1606,0,0,19678,20738,0,0,30094,351316,18,672,111,,22,700,128,,1061,2772,77,,1134,3447,78,,5,4,,,5,4,,
110764313093221_338583043644679,https://www.facebook.com/jowradio/posts/338583043644679,"عمي مرزوق مجاهد لا يزال يبكي رفاقه الشهداء ...&quot; أبكي رحليهم أكثر من رحيل أخي🙁 &quot; ، يستحضر ذكرياتهم ويحتفي بذكرى نوفمبر بطريقته الخاصة  🇩🇿🇩🇿",Video,,,"10/31/2019 06:00:01 AM"," ",75535,75535,0,81465,81465,0,4588,3423,4788,4,4,32254,30574,0,0,1730,2231,2367,0,0,27046,29165,0,0,16482,152063,216,1533,160,,235,1726,206,,1191,2726,,,1338,3450,,,1,2,,1,1,2,,1
