"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - share","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - report_spam_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks"
110764313093221_260656441437340,https://www.facebook.com/jowradio/posts/260656441437340,"ضيفتنا اليوم في لي ديبلومي هي دانيا ايدير و يماها 
تقدرو تشاركو معانا من 23سا حتى 01سا عبر الهاتف 0982218281
اسمعونا على www.jow.radio 
#Branchiwjow",Photo,,,"05/27/2019 12:00:01 PM"," ",1290,1290,0,1841,1841,0,29,18,19,0,0,1485,1026,0,0,25,0,0,0,0,0,0,0,0,0,0,11,1,,11,1,,10,5,3,,11,5,3,,,,,,,,,
110764313093221_260665024769815,https://www.facebook.com/jowradio/posts/260665024769815,"خالد بن عيسى: علاه ماكاش قاعات سينما نجوزو  فيهم أفلامنا على العام؟  
اسمعونا على www.jow.radio",Video,,,"05/27/2019 10:40:00 AM"," ",1828,1828,0,2580,2580,0,62,49,58,0,0,1971,1420,0,0,46,62,62,0,0,466,492,0,0,6014,44542,15,,,15,,,26,,,27,29,,,27,,,,,,,,
110764313093221_260645604771757,https://www.facebook.com/jowradio/posts/260645604771757,"الآن على جو راديو المخرج نسيم بومعيزة 
اسمعونا على www.jow.radio
#Branchiwjow",Photo,,,"05/27/2019 09:21:23 AM"," ",2681,2681,0,3827,3827,0,51,35,37,0,0,2963,2104,0,0,44,0,0,0,0,0,0,0,0,0,0,17,,,17,,,16,11,8,,18,11,8,,,,,,,,,
110764313093221_260636141439370,https://www.facebook.com/jowradio/posts/260636141439370,"خالد بن عيسى: &quot; الفرق بين السينما و التلفزيون&quot;
اسمعونا على www.jow.radio",Video,,,"05/27/2019 09:20:00 AM"," ",1707,1707,0,2431,2431,0,67,63,86,0,0,1855,1326,0,0,46,40,40,0,0,344,347,0,0,5973,58857,5,,1,6,,1,41,,1,38,42,,1,39,,,,,,,,
110764313093221_260630001439984,https://www.facebook.com/jowradio/posts/260630001439984,"خالد بن عيسى بطل مسلسل &quot; ورد أسود&quot;  يكرم والدته 🧡 والفنانة الراحلة صونيا في برنامج LDTH 💚
اسمعونا على :
Www.jow.radio",Video,,,"05/27/2019 08:42:25 AM"," ",1892,1892,0,2502,2502,0,72,66,86,1,1,1925,1485,0,0,59,51,51,0,0,473,495,0,0,6886,65662,6,,,6,,,44,,1,36,47,,1,37,1,,,,1,,,
110764313093221_260631661439818,https://www.facebook.com/jowradio/posts/260631661439818,"شاهد ماذا قال خالد بن عيسى عن مشاركته في مسلسل ورد أسود
اسمعونا على www.jow.radio",Video,,,"05/27/2019 08:39:32 AM"," ",1721,1721,0,2316,2316,0,71,67,90,0,0,1763,1328,0,0,55,54,54,0,0,383,386,0,0,5528,40745,6,,,6,,,43,,2,40,45,,2,42,,,,,,,,
110764313093221_260611421441842,https://www.facebook.com/jowradio/posts/260611421441842,"واش هي الحاجة لي تبدلوها في أواخر رمضان ؟؟؟",Photo,,,"05/27/2019 08:15:00 AM"," ",1941,1941,0,2697,2697,0,44,34,35,0,0,2213,1628,0,0,40,0,0,0,0,0,0,0,0,0,0,14,3,,14,3,,30,5,,,30,5,,,,,,,,,,
110764313093221_260580584778259,https://www.facebook.com/jowradio/posts/260580584778259,"ضيف اليوم في #MGLG هو المخرج نسيم بومعيزة 
@NassimBoumaiza
تقدرو تشاركو معانا من 16سا حتى 19سا عبر الهاتف 0982218281
اسمعونا على www.jow.radio 
#Branchiwjow",Photo,,,"05/27/2019 08:00:00 AM"," ",2085,2085,0,2857,2857,0,50,30,35,0,0,2092,1547,0,0,38,0,0,0,0,0,0,0,0,0,0,21,,2,21,,2,13,13,6,,16,13,6,,,,,,,,,
110764313093221_260578818111769,https://www.facebook.com/jowradio/posts/260578818111769,"عدد خاص من res publica  نستضيف فيه أطفال راح يحكونا على أحلامهم في الجزائر الجديدة.

اتصلوا بينا على الرقم : 09822182281

اسمعونا على : www.jow.radio",Photo,,,"05/27/2019 06:09:55 AM"," ",4785,4785,0,6788,6788,0,161,113,135,1,1,5196,3776,0,0,94,0,0,0,0,0,0,0,0,0,0,77,7,1,83,11,1,71,46,6,,78,51,6,,1,,,,1,,,
110764313093221_260529468116704,https://www.facebook.com/jowradio/posts/260529468116704,"تصريحات خطيرة الشريف ملال:  شباب قسنطينة طلبو مني 2 مليار ونص باش يربحو اتحاد العاصمة 😮 

Crédit vidéo : EL djazairia one

اسمعونا على : www.jow.radio",Video,,,"05/27/2019 03:38:47 AM"," ",46716,46716,0,60578,60578,0,3402,3211,4759,2,2,25346,17280,0,0,1982,2892,2935,0,0,12237,12336,0,0,9898,38739,315,160,23,337,232,24,3028,,12,1095,3603,,12,1138,2,,,,2,,,
110764313093221_260525914783726,https://www.facebook.com/jowradio/posts/260525914783726,"شاهد احتفالات أنصار اتحاد العاصمة  في وسط العاصمة. 

اسمعونا على  : www.jow.radio",Video,,,"05/27/2019 03:25:29 AM"," ",46014,46014,0,63082,63084,0,3907,3461,5207,8,8,24025,16838,0,0,1920,313,324,0,0,10872,10889,0,0,10175,110710,634,90,77,676,142,85,3050,,17,1673,3447,,17,1735,4,4,,,4,4,,
110764313093221_260514824784835,https://www.facebook.com/jowradio/posts/260514824784835,"ضيوف اليوم في #ResPublica هم أطفال اليوم للتكلم عن جزائر الغد.   
تقدروا تشاركوا معانا من 14سا حتى 16سا عبر رقم الهاتف التالي : 0982218281
اسمعونا على : www.jow.radio
 #Branchiwjow",Photo,,,"05/27/2019 02:42:25 AM"," ",1628,1628,0,2158,2158,0,54,38,46,0,0,1676,1267,0,0,53,0,0,0,0,0,0,0,0,0,0,16,,,16,,,36,2,1,,43,2,1,,,,,,,,,
110764313093221_260319891470995,https://www.facebook.com/jowradio/posts/260319891470995,"موضوع اليوم في لي ديبلومي : اللمة و البنة تاع رمضان 
اسمعونا على: www.jow.radio",Photo,,,"05/26/2019 02:28:50 PM"," ",2322,2322,0,3265,3265,0,29,18,20,0,0,2588,1910,0,0,28,0,0,0,0,0,0,0,0,0,0,12,1,,12,1,,12,5,1,,13,5,2,,,,,,,,,
110764313093221_260275798142071,https://www.facebook.com/jowradio/posts/260275798142071,"ضيفة اليوم في لي ديپلومي هي يسرى بوداح
اسمعونا على : www.jow.radio",Photo,,,"05/26/2019 12:04:15 PM"," ",3345,3345,0,4710,4710,0,90,51,52,0,0,3516,2528,0,0,71,0,0,0,0,0,0,0,0,0,0,44,,2,44,,2,23,27,1,,24,27,1,,,,,,,,,
110764313093221_260275391475445,https://www.facebook.com/jowradio/posts/260275391475445,"ضيف اليوم في لي ديپلومي هو الممثل خالد بن عيسى
اسمعونا على : www.jow.radio",Photo,,,"05/26/2019 12:02:49 PM"," ",3636,3636,0,5054,5054,0,77,50,55,0,0,3890,2815,0,0,69,0,0,0,0,0,0,0,0,0,0,34,1,1,37,1,1,27,20,7,,28,20,7,,,,,,,,,
110764313093221_260232028146448,https://www.facebook.com/jowradio/posts/260232028146448,"Groupe Source Pure live sur Jow Radio 
اسمعونا على www.jow.radio
#Branchiwjow",Video,,,"05/26/2019 09:49:02 AM"," ",3789,3789,0,5341,5341,0,212,201,272,1,1,4139,3045,0,0,155,62,62,0,0,1053,1099,0,0,6606,52883,16,3,,16,3,,155,,2,100,168,,2,102,,1,,,,1,,
110764313093221_260231741479810,https://www.facebook.com/jowradio/posts/260231741479810,"Les Anges De La Misèricorde sur Jow radio 
اسمعونا على www.jow.radio",Video,,,"05/26/2019 09:48:19 AM"," ",3968,3968,0,5837,5837,0,336,301,477,1,1,3584,2563,0,0,138,246,269,0,0,1085,1152,0,0,6829,21523,95,16,7,106,22,7,248,,1,147,320,,1,156,,,,1,,,,1
110764313093221_260231601479824,https://www.facebook.com/jowradio/posts/260231601479824,"Groupe Source Pure ... Sur Jow radio
اسمعونا على www.jow.radio",Video,,,"05/26/2019 09:47:52 AM"," ",1615,1615,0,2145,2145,0,76,71,88,0,0,1596,1251,0,0,57,36,36,0,0,296,299,0,0,3388,13860,5,,,5,,,51,,,32,55,,,33,,,,,,,,
110764313093221_260213668148284,https://www.facebook.com/jowradio/posts/260213668148284,"Musique et chants folkloriques avec  le groupe Source Pure. Sur Jow Radio 
اسمعونا على www.jow.radio
#Branchiwjow",Photo,,,"05/26/2019 08:53:57 AM"," ",1808,1808,0,2428,2428,0,36,29,32,0,0,1878,1408,0,0,33,0,0,0,0,0,0,0,0,0,0,7,,,7,,,14,16,,,16,16,,,,,,,,,,
110764313093221_260208861482098,https://www.facebook.com/jowradio/posts/260208861482098,"مجيد بوقرة يتحدث عن الفرق بين البطولة القطرية و الجزائرية",Video,,,"05/26/2019 08:40:29 AM"," ",2896,2896,0,4157,4157,0,155,135,173,0,0,3315,2363,0,0,111,33,33,0,0,783,839,0,0,10596,156457,20,,,20,,,85,,,75,91,,,80,,,,,,,,
110764313093221_260197174816600,https://www.facebook.com/jowradio/posts/260197174816600,"مجيد بوقرة يتلقى هدية قميص جواز السفر",Video,,,"05/26/2019 08:40:00 AM"," ",3948,3948,0,5504,5504,0,294,258,397,0,0,4283,3085,0,0,227,36,36,0,0,1082,1082,0,0,9496,53267,37,,,37,,,218,,,156,234,,,161,,,,,,,,
110764313093221_260203408149310,https://www.facebook.com/jowradio/posts/260203408149310,"مجيد بوقرة يرد على رابح سعدان حول مباراة الجزائر - مصر",Video,,,"05/26/2019 08:26:19 AM"," ",704158,14977,691036,892277,22319,869958,69646,66745,114530,0,0,61930,40447,54611,37184,4837,430,432,9960,10168,5182,5374,232889,240493,12057,96702,3515,216,214,3593,276,214,1956,,,65477,2133,,,112395,,,,,,,,
110764313093221_260182508151400,https://www.facebook.com/jowradio/posts/260182508151400,"عدد اليوم في حصة #MGLG راح يكون خاص بعيد الأم
تقدرو تشاركو معانا من 16سا حتى 19سا على رقم الهاتف 0982218281
اسمعونا على www.jow.radio 
#Branchiwjow",Photo,,,"05/26/2019 07:49:05 AM"," ",592,592,0,788,788,0,16,9,9,0,0,642,478,0,0,14,0,0,0,0,0,0,0,0,0,0,7,,,7,,,8,1,,,8,1,,,,,,,,,,
110764313093221_260169634819354,https://www.facebook.com/jowradio/posts/260169634819354,,Photo,,,"05/26/2019 07:24:02 AM"," ",2022,2022,0,2942,2942,0,37,18,19,0,0,2296,1599,0,0,34,0,0,0,0,0,0,0,0,0,0,21,1,,21,1,,11,7,1,,11,7,1,,,,,,,,,
110764313093221_260145378155113,https://www.facebook.com/jowradio/posts/260145378155113,"بمناسبة عيد الام تتقدم Jow Radio بأحر التهاني و  أطيب الأماني لكل أمهات الجزائر و العالم . 
         كل  عام و أنتن بخير يا أغلى ما في الوجود . 

À l'occasion de la fête des mères, Jow Radio adresse ses salutations les plus chaleureuses et ses meilleurs voeux à toutes les mères d'Algérie et du monde.
Bonne fête  des mères  . &lt;3",Photo,,,"05/26/2019 06:32:02 AM"," ",4025,4025,0,5516,5516,0,91,51,54,0,0,4094,3014,0,0,66,0,0,0,0,0,0,0,0,0,0,47,6,5,48,7,6,36,17,,,37,17,,,,,,,,,,
110764313093221_259917411511243,https://www.facebook.com/jowradio/posts/259917411511243,"مجيد بوقرة :&quot;عندي Bac+2, لو لم أكن لاعب كنت رايح نكون مبرمج&quot;",Video,,,"05/26/2019 03:31:30 AM"," ",14758,14758,0,20264,20264,0,1114,1003,1392,0,0,14218,10264,0,0,800,1205,1212,0,0,5284,5284,0,0,10004,34345,198,22,3,204,30,3,890,,,372,1012,,,379,,,,,,,,
110764313093221_259913794844938,https://www.facebook.com/jowradio/posts/259913794844938,"مجيد بوقرة :&quot;عطال محبوب من طرف اللاعبين و المدرب في نيس&quot;",Video,,,"05/25/2019 05:30:00 PM"," ",4082,4082,0,5830,5830,0,247,215,296,0,0,4553,3182,0,0,184,208,208,0,0,1251,1291,0,0,9150,52670,44,,1,44,,1,159,,,110,183,,,113,,,,,,,,
110764313093221_259906451512339,https://www.facebook.com/jowradio/posts/259906451512339,"مجيد بوقرة : &quot;بلومي هو أحسن لاعب في تاريخ الكرة الجزائرية وافضل من هؤلاء جميعا ⚽️🇩🇿

اسمعونا على : www.jow.radio",Video,,,"05/25/2019 05:00:00 PM"," ",548453,53330,500437,694873,77162,617711,44845,37058,53415,4,4,41328,28836,26093,21276,2652,2839,2893,23393,24336,17325,17846,203281,210845,8734,38931,8203,647,692,8203,804,719,4173,,478,33941,4570,,487,48356,1,3,,,1,3,,
110764313093221_259896404846677,https://www.facebook.com/jowradio/posts/259896404846677,"مجيد بوڨرة :&quot;كنا قادرين نربحو كأس إفريقيا 2010 و 2015&quot;",Video,,,"05/25/2019 04:30:00 PM"," ",501980,9764,493796,690077,13440,676637,26480,22871,32139,3,3,57826,35019,51515,32019,2663,198,200,7567,7673,2738,2837,224602,234311,9571,98537,3642,254,77,3820,294,79,1935,,,20986,2078,,,30061,1,2,,,1,2,,
110764313093221_259889111514073,https://www.facebook.com/jowradio/posts/259889111514073,"مجيد بوڨرة : &quot;ولينا أقوى كي رجع كامل الفريق يدافع&quot;",Video,,,"05/25/2019 03:23:10 PM"," ",2831,2831,0,4074,4074,0,131,114,160,0,0,3183,2237,0,0,104,76,76,0,0,813,818,0,0,7236,60457,21,3,,22,3,,87,,,61,97,,,63,,,,,,,,
110764313093221_259736534862664,https://www.facebook.com/jowradio/posts/259736534862664,"مجيد بوقرة  : المناصر الجزائري🇩🇿 كي تشمخ التريكو مايهموش الا ربحت ولا خسرت ⚽️",Video,,,"05/25/2019 01:24:12 PM"," ",6044,6044,0,8155,8155,0,389,330,458,0,0,6382,4655,0,0,284,188,188,0,0,1959,2016,0,0,8277,51134,77,2,3,80,2,3,280,,1,170,288,,1,169,,,,,,,,
110764313093221_259736054862712,https://www.facebook.com/jowradio/posts/259736054862712,"شاهد ماذا قال مجيد بوقرة عن نجم مونوبليه   آندي دولور ورغبته في الانضمام للخضر",Video,,,"05/25/2019 11:09:30 AM"," ",3187,3187,0,4535,4535,0,204,182,262,0,0,3543,2514,0,0,141,90,90,0,0,910,939,0,0,9457,73982,30,,,30,,,126,,,118,139,,,123,,,,,,,,
110764313093221_259795944856723,https://www.facebook.com/jowradio/posts/259795944856723,"نجم الخضر السابق بوقرة مجيد يفتح قلبه لJowradio ، حديث عن الحراك،  الخضر ، بلماضي، دولور، عطال ...و تفاصيل أخرى تكتشفونها في الرابط",Link,,,"05/25/2019 10:32:12 AM"," ",2199,2199,0,3306,3306,0,60,46,50,0,0,2627,1833,0,0,52,0,0,0,0,0,0,0,0,0,0,16,1,,16,1,,21,,26,,23,,27,,,,,,,,,
110764313093221_259780954858222,https://www.facebook.com/jowradio/posts/259780954858222,"نورالدين سعدي : زطشي ماهوش مخلوع  بالدراهم و جامي كانت تهمو رابطة ابطال افريقيا أو البطولة",Video,,,"05/25/2019 09:49:26 AM"," ",2738,2738,0,3827,3824,0,133,115,157,0,0,2987,2155,0,0,100,141,145,0,0,903,938,0,0,7888,45310,21,1,,21,1,,92,,,55,102,,,59,,,,,,,,
110764313093221_259776241525360,https://www.facebook.com/jowradio/posts/259776241525360,"نورالدين سعدي : صراحة ماكنتش نعرف دولور Andy Delort بصح كي شفتو يلعب ابهرني",Video,,,"05/25/2019 09:35:47 AM"," ",9009,9009,0,12164,12164,0,638,587,797,0,0,8799,6636,0,0,374,271,273,0,0,3150,3247,0,0,13679,120062,68,4,4,68,5,4,455,,,287,505,,,292,,,,,,,,
110764313093221_259742111528773,https://www.facebook.com/jowradio/posts/259742111528773,"شاهد ماذا قال مجيد بوقرة  عن الحراك الشعبي و soolking😎   ...  العالم أصبح يتكلم عنا بإعجاب بسبب سلمية المسيرات الشعبية 🇩🇿💚

اسمعونا على: www.jow.radio",Video,,,"05/25/2019 08:03:18 AM"," ",18977,18977,0,25857,25857,0,1768,1584,2172,3,3,13663,10191,0,0,961,569,582,0,0,6887,7045,0,0,16737,95422,272,4,7,274,4,8,1450,,,628,1552,,,619,1,2,,,1,2,,
110764313093221_259700894866228,https://www.facebook.com/jowradio/posts/259700894866228,"سيكون اسم &quot;Hirak Algeria&quot; 🇩🇿  على سطح المريخ في مركبة التجوال Mars 2020 حسب ما كشف عنه العالم الجزائري نور الدين مليكشي في تغريدة على حسابه تويتر",Photo,,,"05/25/2019 06:04:14 AM"," ",24863,24863,0,36244,36244,0,1604,985,1233,3,3,19579,13554,0,0,1010,0,0,0,0,0,0,0,0,0,0,740,47,136,766,61,141,669,393,13,,837,383,13,,2,1,,,2,1,,
110764313093221_259068508262800,https://www.facebook.com/jowradio/posts/259068508262800,"من لا يَعرف Fortnite وpubg؟ ومن منا لَم يلعب Age of Empries وsims؟
لكن هُناك جانِب آخر من هذه ألعاب الفيديو التي قد تخفى للبَعض،
ملايير الدُّولارات هي قيمة هذه السُّوق سِواء في الصِّناعة، المُشاهدة، أم المُنافسة!
موضوع اليوم في جو بوزيتيف رايح يكون على Algerian Electronic Sports من ألعاب للتَّسلية، إلى إستثمارات، فُرص عمل، وبطولات عالمية
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/25/2019 04:00:01 AM"," ",3178,3178,0,4460,4460,0,64,47,63,0,0,3499,2627,0,0,56,0,0,0,0,0,0,0,0,0,0,20,2,,20,2,,37,12,3,,47,12,4,,,,,,,,,
110764313093221_259469448222706,https://www.facebook.com/jowradio/posts/259469448222706,"سعدي :  &quot;شبيبة القبائل تستاهل البطولة&quot;  و نتوما في رايكم شكون رايح يفوز بالبطولة بين شبيبة القبائل و إتحاد العاصمة ؟ ⚽⚽",Video,,,"05/24/2019 05:00:01 PM"," ",11036,11036,0,14873,14873,0,769,690,970,1,1,9851,7465,0,0,389,401,412,0,0,3854,3990,0,0,17580,154750,124,34,15,133,48,16,564,,,300,661,,,307,1,,,,1,,,
110764313093221_259459494890368,https://www.facebook.com/jowradio/posts/259459494890368,"حكيم : &quot; إتحاد العاصمة ماشي في ثوب البطل&quot; , شوفو ردة فعل نورالدين سعدي",Video,,,"05/24/2019 03:45:12 PM"," ",74734,74734,0,104710,104710,0,8881,8284,13703,15,15,37295,25713,0,0,2780,2950,2989,0,0,28425,29620,0,0,33055,235134,926,61,33,1000,86,42,7737,,,4251,9210,,,4491,7,8,,,7,8,,
110764313093221_259320074904310,https://www.facebook.com/jowradio/posts/259320074904310,"نسيم حدوش يغني أغنية &quot; les tartelettes &quot;",Video,,,"05/24/2019 11:10:00 AM"," ",8148,8148,0,11230,11230,0,624,575,851,1,1,8992,6554,0,0,443,119,121,0,0,2552,2658,0,0,12648,91134,74,8,1,78,8,1,464,,,350,502,,,349,1,,,,1,,,
110764313093221_259338074902510,https://www.facebook.com/jowradio/posts/259338074902510,"نسيم حدوش و حكيم في دور مفتش الطاهر و المساعد ديالو 🤣😂",Video,,,"05/24/2019 11:02:00 AM"," ",6006,6006,0,8352,8352,0,480,450,658,0,0,6668,4764,0,0,344,193,193,0,0,1789,1799,0,0,14794,84179,57,1,,60,1,,340,,,271,385,,,273,,,,,,,,
110764313093221_259326884903629,https://www.facebook.com/jowradio/posts/259326884903629,"Blind Test 🔥🔥",Video,,,"05/24/2019 11:00:00 AM"," ",7894,7894,0,11040,11040,0,290,267,349,1,1,8707,6309,0,0,216,119,121,0,0,1777,1793,0,0,13841,251691,36,,1,38,,1,225,,,89,260,,,89,1,,,,1,,,
110764313093221_259303244905993,https://www.facebook.com/jowradio/posts/259303244905993,"رائد الأعمال خدام عند روحو  بصح الزبون يولي هو المعلم : sylabs عبد الله",Video,,,"05/24/2019 11:00:00 AM"," ",1847,1847,0,2436,2436,0,101,93,114,0,0,1871,1430,0,0,85,34,34,0,0,508,526,0,0,6270,60691,10,,,10,,,63,,,40,72,,,42,,,,,,,,
110764313093221_259077434928574,https://www.facebook.com/jowradio/posts/259077434928574,"groupe dzair : Rod Stewart قبل  l'olympia غنينا في",Video,,,"05/23/2019 05:19:52 PM"," ",2246,2246,0,3149,3149,0,96,82,105,0,0,2478,1746,0,0,67,59,59,0,0,559,592,0,0,6757,60265,17,,,18,,,51,,,49,54,,,51,,,,,,,,
110764313093221_259074411595543,https://www.facebook.com/jowradio/posts/259074411595543,"groupe dzair : بدينا في قاعة الأطلس و لقينا روحنا في أكبر قاعة في باريس",Video,,,"05/23/2019 05:08:02 PM"," ",1857,1857,0,2623,2623,0,55,47,66,0,0,2086,1470,0,0,40,47,47,0,0,360,372,0,0,4290,26665,9,,,9,,,27,,,31,32,,,34,,,,,,,,
110764313093221_259066748262976,https://www.facebook.com/jowradio/posts/259066748262976,"groupe dzair : حنا كبرنا في بولوغين بصح كنا نحبو روك",Video,,,"05/23/2019 05:00:00 PM"," ",5516,5516,0,7556,7556,0,225,206,277,0,0,5889,4211,0,0,167,88,91,0,0,1634,1686,0,0,7346,86377,25,7,2,29,9,2,166,,,96,182,,,95,,,,,,,,
110764313093221_258984114937906,https://www.facebook.com/jowradio/posts/258984114937906,"الهدرة اليوم في بالون رايحة تكون على من سيفوز بالبطولة بين اتحاد العاصمة او شبيبة القبائل.
باش تشاركو معانا اتصلوا على 0982218281
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/23/2019 12:45:13 PM"," ",10512,10512,0,15474,15474,0,527,451,513,1,1,11977,8260,0,0,393,0,0,0,0,0,0,0,0,0,0,111,73,1,111,82,1,383,39,58,,416,40,57,,,1,,,,1,,
110764313093221_258977038271947,https://www.facebook.com/jowradio/posts/258977038271947,"ضيفنا اليوم في بالون هو اللاعب الدولي الجزائري السابق مجيد بوقرة. 🤩🤩
باش تشاركو معانا من 23سا حتى 01سا تاع الصباح عيطولنا على : 0982218281
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"05/23/2019 11:33:57 AM"," ",5343,5343,0,7286,7286,0,201,113,128,0,0,5770,4219,0,0,172,0,0,0,0,0,0,0,0,0,0,100,4,,100,5,,72,29,15,,81,30,17,,,,,,,,,
110764313093221_258953651607619,https://www.facebook.com/jowradio/posts/258953651607619,"نسيم حدوش : &quot;  بصح نتي يا خويا زينك خلاّب&quot; 😂😂",Video,,,"05/23/2019 11:00:00 AM"," ",52064,52064,0,73630,73630,0,7982,7654,11892,2,2,21859,15787,0,0,2204,6866,6866,0,0,19974,20235,0,0,26529,66217,692,24,24,697,29,24,6012,,,5422,6460,,,5428,2,,,,2,,,
110764313093221_258947341608250,https://www.facebook.com/jowradio/posts/258947341608250,"نسيم : '' منير كي يروح يخطب يقوللهم نطفي الضوء في جو راديو'' 😂😂",Video,,,"05/23/2019 10:02:43 AM"," ",8400,8400,0,11699,11699,0,564,525,729,2,2,9448,6948,0,0,379,630,636,0,0,3319,3343,0,0,11995,53417,49,14,,49,14,,377,,,286,423,,,303,2,,,,2,,,
110764313093221_258911518278499,https://www.facebook.com/jowradio/posts/258911518278499,"هل يمكن أن يجسد إفريقي شخصية جيمس بوند الشهيرة ؟  ...
  تعرف على القصة الكاملة في هذا الفيديو",Video,,,"05/23/2019 08:13:20 AM"," ",3751,3751,0,4920,4920,0,144,124,167,0,0,3904,3113,0,0,109,37,39,0,0,993,1014,0,0,9008,96574,24,,,26,,,93,,5,54,100,,5,60,,,,,,,,
110764313093221_258865251616459,https://www.facebook.com/jowradio/posts/258865251616459,"ضيفة اليوم في men goal lel goal# 
                                         هي Ihcene_the_algventurous

 
رايحا تكون معانا من 16سا حتى 19سا على جو راديو

اسمعونا على www.jow.radio
تقدرو تشاركو معانا على الرقم 0982218281
#Branchiwjow",Photo,,,"05/23/2019 05:57:55 AM"," ",3714,3714,0,5011,5011,0,81,62,68,0,0,3990,3072,0,0,69,0,0,0,0,0,0,0,0,0,0,20,1,,20,1,,38,15,11,,42,15,11,,,,,,,,,
110764313093221_258803738289277,https://www.facebook.com/jowradio/posts/258803738289277,"ضيف اليوم في men goal lel goal# 
هو Zineeddine Hamizi .
رايح يكون معانا من 16سا حتى 19سا على جو راديو

اسمعونا على www.jow.radio
تقدرو تشاركو معانا على الرقم 0982218281
#Branchiwjow",Photo,,,"05/23/2019 02:36:02 AM"," ",4626,4626,0,6172,6172,0,104,81,101,0,0,4498,3466,0,0,71,0,0,0,0,0,0,0,0,0,0,31,2,1,32,2,1,64,17,9,,71,17,13,,,,,,,,,
110764313093221_258673178302333,https://www.facebook.com/jowradio/posts/258673178302333,"يا درا شكون ضيف بالون تاع غدوة ؟ 
شفو هاد الفيديو، عيسى سرايش رايح يقوللكم شكون هاد الضيف من العيار الثقيل
بالون كل خميس من 23سا حتى 01سا",Video,,,"05/22/2019 05:57:02 PM"," ",7946,7946,0,11291,11291,0,522,415,630,0,0,7488,5548,0,0,291,668,690,0,0,2249,2352,0,0,7399,20265,153,12,3,159,15,3,344,,1,216,398,,1,230,,,,,,,,
110764313093221_258668004969517,https://www.facebook.com/jowradio/posts/258668004969517,"فقرة خدم راسك مع سارة 🤓",Video,,,"05/22/2019 05:38:59 PM"," ",3708,3708,0,5237,5237,0,130,110,134,0,0,4116,3045,0,0,91,126,126,0,0,1029,1089,0,0,11434,109417,20,1,1,22,1,1,70,,,53,78,,,56,,,,,,,,
110764313093221_258667458302905,https://www.facebook.com/jowradio/posts/258667458302905,"حكاية قلب اللوز مع سارة 🤤🤤",Video,,,"05/22/2019 05:37:17 PM"," ",9589,9589,0,13314,13314,0,338,292,363,2,2,10724,7915,0,0,258,81,81,0,0,2768,2800,0,0,10252,249747,55,2,1,56,2,1,220,,,124,237,,,126,1,1,,,1,1,,
110764313093221_258636181639366,https://www.facebook.com/jowradio/posts/258636181639366,"نسيم حدوش كي يقلقوه في رمضان يا خويا يا خويا 🤣😂",Video,,,"05/22/2019 03:54:37 PM"," ",22137,22137,0,29817,29817,0,2060,1956,2816,4,4,17505,12797,0,0,1110,2143,2143,0,0,8097,8108,0,0,22828,103145,146,4,4,151,4,4,1402,,,1245,1545,,,1271,1,3,,,1,3,,
